epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,1322.29,1.81116,2.94484,1.04444,1.05407,0.42138,0.28231,0.29994,0.15125,0.40273,0.26652,0.28309,0.13015,1.79268,2.68822,1.06474,1.02563,0.00026422,0.00026422,0.00026422
87,1336.28,1.87564,2.95722,1.11046,1.06357,0.43781,0.26745,0.29436,0.14979,0.4207,0.25423,0.27865,0.13007,1.78846,2.6928,1.05868,1.02099,0.000247716,0.000247716,0.000247716
88,1357.8,1.82132,2.94021,1.03797,1.06123,0.44691,0.25376,0.28959,0.14971,0.41941,0.25162,0.27442,0.12949,1.77617,2.68192,1.05297,1.01722,0.000231213,0.000231213,0.000231213
89,1377.56,1.7343,2.81143,0.99451,1.04969,0.43712,0.2668,0.29493,0.15262,0.42404,0.25322,0.27924,0.13101,1.7581,2.65988,1.04514,1.01484,0.00021471,0.00021471,0.00021471
90,1391.17,1.77986,2.8632,1.01236,1.04308,0.43729,0.28038,0.30379,0.15578,0.43062,0.26091,0.28737,0.13351,1.75444,2.65718,1.04911,1.01629,0.000198206,0.000198206,0.000198206
91,1430.34,1.7515,2.85771,1.04296,1.06446,0.43301,0.28372,0.30672,0.15632,0.41725,0.26693,0.29074,0.13478,1.75205,2.65576,1.0449,1.01369,0.000181703,0.000181703,0.000181703
92,1438.55,1.81663,2.90408,1.15016,1.07532,0.42937,0.28564,0.30638,0.1541,0.41073,0.26941,0.28907,0.13363,1.75877,2.66181,1.04964,1.01325,0.0001652,0.0001652,0.0001652
93,1446.79,1.7692,2.87073,1.06832,1.05679,0.42102,0.27128,0.29679,0.15135,0.40167,0.25874,0.28152,0.1319,1.76235,2.67117,1.05808,1.01442,0.000148696,0.000148696,0.000148696
94,1455.01,1.80499,2.87229,1.08079,1.06142,0.41848,0.26883,0.28987,0.15067,0.39835,0.25222,0.27392,0.13036,1.76642,2.67941,1.06179,1.01452,0.000132193,0.000132193,0.000132193
95,1463.36,1.7877,2.86219,1.0719,1.05871,0.41541,0.26316,0.28744,0.1497,0.39626,0.24449,0.26905,0.1278,1.76509,2.67767,1.06434,1.01386,0.00011569,0.00011569,0.00011569
96,1471.82,1.80613,2.80603,1.097,1.07581,0.40999,0.26358,0.28847,0.1501,0.38258,0.24063,0.26579,0.12787,1.75942,2.66946,1.0624,1.01184,9.91865e-05,9.91865e-05,9.91865e-05
97,1479.67,1.77274,2.87682,1.06751,1.06331,0.41607,0.2672,0.29207,0.15191,0.38513,0.24279,0.26858,0.12921,1.75781,2.66845,1.06017,1.01088,8.26832e-05,8.26832e-05,8.26832e-05
98,1488.19,1.76856,2.85699,1.06012,1.07038,0.425,0.27754,0.2998,0.15484,0.41413,0.25699,0.28049,0.133,1.75063,2.65515,1.05373,1.01045,6.61799e-05,6.61799e-05,6.61799e-05
99,1496.4,1.75327,2.84092,1.02892,1.06824,0.41757,0.27761,0.30041,0.15507,0.40855,0.25495,0.2816,0.13315,1.74909,2.65418,1.05161,1.01083,4.96766e-05,4.96766e-05,4.96766e-05
100,1504.63,1.7899,2.91359,1.06192,1.06663,0.42374,0.28323,0.30278,0.15579,0.40847,0.25923,0.28296,0.13305,1.7479,2.65515,1.04924,1.01122,3.31733e-05,3.31733e-05,3.31733e-05
