epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,535.276,1.65061,2.71274,0.98073,1.03379,0.43385,0.35981,0.35459,0.17829,0.42848,0.333,0.32964,0.15038,1.87541,2.75663,1.1068,1.07404,0.0003251,0.0003251,0.0003251
55,544.527,1.6522,2.76276,0.97641,1.03317,0.43029,0.33873,0.33744,0.1729,0.41696,0.32045,0.31473,0.14352,1.8695,2.74862,1.1075,1.06872,0.0003218,0.0003218,0.0003218
56,554.28,1.64927,2.7498,0.98587,1.04523,0.41617,0.33561,0.33014,0.16949,0.39814,0.31331,0.30872,0.13899,1.87592,2.7402,1.10819,1.06795,0.0003185,0.0003185,0.0003185
57,563.43,1.74834,2.80575,1.03296,1.03405,0.43044,0.32933,0.33515,0.17114,0.3951,0.30039,0.30407,0.14031,1.86747,2.74279,1.10175,1.06582,0.0003152,0.0003152,0.0003152
58,573.233,1.68578,2.75808,0.98559,1.02447,0.4389,0.32203,0.33301,0.16915,0.39983,0.29109,0.30128,0.14012,1.86713,2.76024,1.10479,1.06608,0.0003119,0.0003119,0.0003119
59,582.65,1.68211,2.7368,0.99238,1.0235,0.45209,0.32927,0.34166,0.16984,0.40991,0.29913,0.30993,0.14148,1.88168,2.75643,1.10689,1.07537,0.0003086,0.0003086,0.0003086
60,592.602,1.71232,2.80788,1.02578,1.03267,0.44295,0.33604,0.34243,0.17174,0.41718,0.31745,0.31912,0.14449,1.87102,2.73445,1.09317,1.06903,0.0003053,0.0003053,0.0003053
61,602.063,1.6485,2.65647,0.98337,1.02673,0.4325,0.32414,0.32854,0.16596,0.42466,0.2954,0.30427,0.13677,1.89145,2.77652,1.09648,1.0727,0.000302,0.000302,0.000302
62,611.2,1.64675,2.67897,0.97539,1.01235,0.44235,0.32972,0.33967,0.17035,0.43034,0.31567,0.32225,0.14295,1.8934,2.7667,1.10895,1.07276,0.0002987,0.0002987,0.0002987
63,620.926,1.67568,2.80143,0.96035,1.0289,0.44806,0.34441,0.35549,0.17778,0.43365,0.33762,0.34333,0.15507,1.88924,2.73226,1.11126,1.08044,0.0002954,0.0002954,0.0002954
64,630.223,1.73152,2.77541,1.0243,1.03646,0.45046,0.34699,0.35737,0.17962,0.43714,0.33685,0.34325,0.15542,1.87768,2.75293,1.11708,1.0824,0.0002921,0.0002921,0.0002921
65,640.126,1.64299,2.76658,0.95896,1.02608,0.47076,0.34004,0.36181,0.18032,0.44895,0.32579,0.34273,0.15662,1.87592,2.76409,1.11048,1.08185,0.0002888,0.0002888,0.0002888
66,649.9,1.67127,2.69515,0.97937,1.01969,0.48383,0.33445,0.36459,0.18195,0.47715,0.31814,0.34584,0.15473,1.88747,2.77365,1.10223,1.083,0.0002855,0.0002855,0.0002855
