epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1143.31,1.70917,2.74431,0.98095,1.08211,0.435,0.29601,0.31436,0.16049,0.42366,0.289,0.30569,0.14417,1.73403,2.64921,1.03986,1.05427,0.000561279,0.000561279,0.000561279
69,1156.83,1.68743,2.81133,0.9722,1.08162,0.44039,0.29404,0.31161,0.16038,0.43069,0.28699,0.30391,0.14273,1.73319,2.65175,1.03312,1.04911,0.000544776,0.000544776,0.000544776
70,1174.18,1.66379,2.73896,0.96843,1.07547,0.43624,0.30935,0.3198,0.16397,0.41528,0.28863,0.30185,0.13952,1.73312,2.61984,1.04425,1.04656,0.000528272,0.000528272,0.000528272
71,1188.2,1.80159,2.89831,1.04572,1.08604,0.43353,0.32429,0.32302,0.16547,0.39879,0.29407,0.29403,0.1319,1.69859,2.60214,1.03566,1.03789,0.000511769,0.000511769,0.000511769
72,1204.61,1.77076,2.94852,1.00965,1.07263,0.45715,0.30177,0.32011,0.15705,0.41817,0.27903,0.28844,0.12802,1.71973,2.63842,1.04906,1.04364,0.000495266,0.000495266,0.000495266
73,1222.37,1.75512,2.82501,1.02761,1.07182,0.43963,0.28769,0.32086,0.15754,0.41722,0.26461,0.29548,0.13656,1.73581,2.63592,1.03981,1.05114,0.000478762,0.000478762,0.000478762
74,1241.52,1.70478,2.78534,0.98127,1.07355,0.45211,0.29156,0.31961,0.16003,0.41997,0.26804,0.29366,0.13424,1.72343,2.61188,1.02814,1.04603,0.000462259,0.000462259,0.000462259
75,1266.41,1.79899,2.83853,1.03984,1.07458,0.45228,0.28651,0.31168,0.15699,0.41474,0.26035,0.28396,0.12904,1.72667,2.60491,1.02952,1.04262,0.000445756,0.000445756,0.000445756
76,1280.05,1.70881,2.74029,0.99365,1.05238,0.46542,0.27893,0.30901,0.15605,0.42043,0.25739,0.28271,0.13049,1.73633,2.58928,1.03201,1.04005,0.000429253,0.000429253,0.000429253
77,1295.98,1.74296,2.84914,0.98315,1.05346,0.4586,0.28066,0.31044,0.1578,0.41448,0.2555,0.2807,0.12984,1.72173,2.59231,1.02682,1.03697,0.000412749,0.000412749,0.000412749
78,1310.86,1.66581,2.73597,0.9448,1.07251,0.44605,0.28603,0.31772,0.16152,0.40661,0.25814,0.28601,0.13215,1.72618,2.62527,1.03579,1.0426,0.000396246,0.000396246,0.000396246
79,1325.29,1.73034,2.74372,0.99105,1.07073,0.47864,0.28955,0.3267,0.16576,0.43897,0.26211,0.29583,0.13771,1.72494,2.64228,1.03345,1.04094,0.000379743,0.000379743,0.000379743
80,1338.64,1.63658,2.65422,0.94742,1.07929,0.4676,0.29091,0.32432,0.16651,0.44722,0.26649,0.29864,0.13951,1.72353,2.64127,1.03436,1.03857,0.000363239,0.000363239,0.000363239
81,1355.22,1.68057,2.75893,0.96132,1.06463,0.44575,0.28951,0.31598,0.16408,0.43367,0.26992,0.29692,0.14042,1.69573,2.57715,1.02847,1.03237,0.000346736,0.000346736,0.000346736
82,1373.11,1.717,2.78029,0.9833,1.07286,0.45339,0.27999,0.31171,0.1626,0.43496,0.25851,0.29267,0.13695,1.69673,2.577,1.03271,1.03334,0.000330233,0.000330233,0.000330233
83,1386.39,1.63084,2.68353,0.94358,1.06316,0.46168,0.28406,0.31907,0.16358,0.43559,0.2592,0.29315,0.13461,1.72593,2.61053,1.0311,1.03847,0.000313729,0.000313729,0.000313729
84,1400.46,1.69316,2.7442,0.97136,1.05427,0.46888,0.29845,0.32784,0.16542,0.44355,0.27374,0.29944,0.13723,1.71752,2.59106,1.02999,1.03988,0.000297226,0.000297226,0.000297226
85,1414.61,1.71577,2.74985,0.99563,1.06495,0.46226,0.30056,0.32494,0.16415,0.43668,0.28262,0.30216,0.13712,1.70928,2.58308,1.01862,1.03951,0.000280723,0.000280723,0.000280723
86,1430.88,1.73079,2.78756,0.98795,1.0574,0.45726,0.29743,0.3199,0.16169,0.43528,0.27861,0.29843,0.1372,1.7173,2.58416,1.01327,1.03874,0.00026422,0.00026422,0.00026422
87,1449.18,1.79268,2.82057,1.04577,1.07075,0.45967,0.28678,0.3192,0.16386,0.43826,0.26899,0.29844,0.13869,1.71617,2.58813,1.00944,1.03556,0.000247716,0.000247716,0.000247716
88,1463.49,1.72543,2.77955,0.97609,1.06231,0.46,0.28297,0.31587,0.16416,0.41716,0.26513,0.29349,0.13812,1.69972,2.57686,1.01058,1.03186,0.000231213,0.000231213,0.000231213
89,1483.71,1.65333,2.67217,0.93506,1.0573,0.46091,0.28813,0.32018,0.16619,0.44375,0.25951,0.29338,0.13845,1.68265,2.55139,1.00977,1.02774,0.00021471,0.00021471,0.00021471
90,1497.02,1.70209,2.7321,0.95542,1.05087,0.46245,0.29486,0.32779,0.16899,0.43223,0.26793,0.29576,0.14027,1.68602,2.55329,1.01635,1.0307,0.000198206,0.000198206,0.000198206
91,1543.04,1.70177,2.74015,1.01108,1.09843,0.45787,0.29786,0.32986,0.16911,0.42769,0.27384,0.30259,0.14294,1.6889,2.55387,1.01744,1.02903,0.000181703,0.000181703,0.000181703
92,1555,1.70088,2.74359,0.99818,1.09583,0.45046,0.29156,0.32809,0.166,0.42911,0.26291,0.29872,0.14223,1.6985,2.56085,1.01908,1.02971,0.0001652,0.0001652,0.0001652
93,1567.13,1.73256,2.78744,1.05638,1.06811,0.45464,0.29075,0.32159,0.16343,0.41667,0.26577,0.29229,0.13631,1.70494,2.57694,1.01793,1.03167,0.000148696,0.000148696,0.000148696
94,1579.15,1.73832,2.78468,1.01504,1.06957,0.44616,0.28489,0.31542,0.16154,0.40107,0.25246,0.28065,0.13186,1.71947,2.60893,1.02503,1.03361,0.000132193,0.000132193,0.000132193
95,1590.98,1.70007,2.7345,0.99826,1.08076,0.43873,0.27915,0.31096,0.15982,0.40369,0.25158,0.28126,0.13131,1.72383,2.61559,1.02332,1.0354,0.00011569,0.00011569,0.00011569
96,1602.9,1.75005,2.74923,1.03319,1.06185,0.45756,0.28169,0.31715,0.16155,0.41899,0.25547,0.28563,0.13496,1.71048,2.57484,1.01503,1.03482,9.91865e-05,9.91865e-05,9.91865e-05
97,1614.43,1.71054,2.73085,1.01904,1.08532,0.46019,0.28256,0.31673,0.16305,0.4267,0.25955,0.29086,0.13756,1.70118,2.56034,1.00984,1.03261,8.26832e-05,8.26832e-05,8.26832e-05
98,1625.71,1.67354,2.74,0.9785,1.07576,0.46512,0.29856,0.32893,0.16752,0.43584,0.27688,0.30306,0.14283,1.68897,2.55223,1.00612,1.03285,6.61799e-05,6.61799e-05,6.61799e-05
99,1637.76,1.66093,2.66158,0.98092,1.07463,0.46127,0.30703,0.33243,0.16994,0.4341,0.28451,0.30788,0.14472,1.68241,2.5449,1.00563,1.03293,4.96766e-05,4.96766e-05,4.96766e-05
100,1649.55,1.66359,2.71702,0.96807,1.07311,0.45994,0.30799,0.33309,0.1705,0.43348,0.28616,0.30878,0.14588,1.67922,2.54134,1.00498,1.03243,3.31733e-05,3.31733e-05,3.31733e-05
